Committee,Type,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Country,Occupation,Employer,Contribution Type,Amount Type,Purpose,Total To Date,Refund Transaction Type,Refund Original Transaction Date,Refund Original Transaction Total,Refund Original Transaction Descr,Previous Transaction (Y/N),Fundraiser Name,Fundraiser Location,Fundraiser Attendees,Fundraiser Tickets Sold,Election Type,Total Primary,Total General,type,Expenditure Type,Candidate Issue,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-20 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-882.14,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-882.14,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-486.45,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KIM DAILEY (HD-85),,"3,083",MAILER POSTAGE,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-214.36,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TONY ROSALES (HD-20),,"1,355",MAILER POSTAGE,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-443.79,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,JOHN SOUTH (HD-28),,"2,683",MAILER POSTAGE,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-413.79,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,LINDA HARMON (HD-29),,"2,515",MAILER POSTAGE,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-317.45,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,MARY HORMAN (HD-55),,"1,973",MAILER POSTAGE,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-315.74,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,FINLEY WARDEN (HD-13),,"2,002",MAILER POSTAGE,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-628.64,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"4,031",MAILER POSTAGE,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-262.17,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TREVOR FUNSETH (HD-21),,"1,672",MAILER POSTAGE,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-489.6,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TREVOR WALTER (HD-69),,"3,035",MAILER POSTAGE,N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-412.36,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TRISH SCHREIBER (HD-76),,"2,518",MAILER POSTAGE,N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-13 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-882.14,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-841.09,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KATHY LOVE (SD-43),,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-569.19,,,,,,Mailer ,,,,,,,,,,,PM,,,,3.0,CALEB HINKLE (SD-34),,"3,635",MAILER POSTAGE,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-628.64,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"4,031",MAILER POSTAGE,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-882.14,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513",MAILER POSTAGE,N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-841.09,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KATHY LOVE (SD-43),,"5,369",MAILER POSTAGE,N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-569.19,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,CALEB HINKLE (SD-34),,"3,635",MAILER POSTAGE,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-20 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2815.61,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2575.95,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1885.98,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KIM DAILEY (HD-85),,"3,083","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1352.5,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TONY ROSALES (HD-20),,"1,355","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1807.3,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,JOHN SOUTH (HD-28),,"2,683","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1768.45,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,LINDA HARMON (HD-29),,"2,515","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1653.72,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,MARY HORMAN (HD-55),,"1,973","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1666.27,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,FINLEY WARDEN (HD-13),,"2,002","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2209.77,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"4,031","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1513.83,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TREVOR FUNSETH (HD-21),,"1,672","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1873.81,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TREVOR WALTER (HD-69),,"3,035","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TREVOR WALTER,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1769.21,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TRISH SCHREIBER (HD-76),,"2,518","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TRISH SCHREIBER,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-13 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2815.61,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2531.92,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KATHY LOVE (SD-43),,"5,369","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-07 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2039.26,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,CALEB HINKLE (SD-34),,"3,635","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2346.69,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"4,031","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2763.2,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"5,513","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2714.29,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KATHY LOVE (SD-43),,"5,369","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KATHY LOVE,SENATE DISTRICT 43,REP,STATE SENATOR DISTRICT 43
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2162.72,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,CALEB HINKLE (SD-34),,"3,635","MAILER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1488.8,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,FINLEY WARDEN (HD-13),,"2,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1488.8,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,KIM DAILEY (HD-85),,"2,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-05-04 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-1488.8,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"2,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-04-27 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2164.5,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,TREVOR FUNSETH (HD-21),,"5,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-04-27 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2164.5,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,TONY ROSALES (HD-20),,"5,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-04-27 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2449.0,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,ZACK WIRTH (SD-9),,"6,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,ZACK WIRTH,SENATE DISTRICT 9,REP,STATE SENATOR DISTRICT 9
AMERICANS FOR PROSPERITY - MONTANA,expenditure,04/26/2026 to 05/24/2026,C4,2026-04-27 00:00:00,FCG MAIL LLC,,,,558 E CASTLE PINES PKWY STE B-4 BOX 333,CASTLE PINES,CO,80108.0,,-2449.0,,,,,,DOORHANGER,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"6,000","DOORHANGER DESIGN, PRINTING & PRODUCTION",N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-486.45,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,KIM DAILEY (HD-85),,"3,083",MAILER POSTAGE,N,,,,,,,,KIM DAILEY,HOUSE DISTRICT 85,REP,STATE REPRESENTATIVE DISTRICT 85
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-214.36,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TONY ROSALES (HD-20),,"1,355",MAILER POSTAGE,N,,,,,,,,TONY ROSALES,HOUSE DISTRICT 20,REP,STATE REPRESENTATIVE DISTRICT 20
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-443.79,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,JOHN SOUTH (HD-28),,"2,683",MAILER POSTAGE,N,,,,,,,,JOHN SOUTH,HOUSE DISTRICT 28,REP,STATE REPRESENTATIVE DISTRICT 28
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-413.79,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,LINDA HARMON (HD-29),,"2,515",MAILER POSTAGE,N,,,,,,,,LINDA HARMON,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-317.45,,,,,,Mailer ,,,,,,,,,,,PM,,,,3.0,MARY HORMAN (HD-55),,"1,973",MAILER POSTAGE,N,,,,,,,,MARY HORMAN,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-315.74,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,FINLEY WARDEN (HD-13),,"2,002",MAILER POSTAGE,N,,,,,,,,FINLEY WARDEN,HOUSE DISTRICT 13,REP,STATE REPRESENTATIVE DISTRICT 13
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-628.64,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,STEVE LAPRAIM (SD-42),,"4,031",MAILER POSTAGE,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-569.19,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,CALEB HINKLE (SD-34),,"3,635",MAILER POSTAGE,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
AMERICANS FOR PROSPERITY - MONTANA,expenditure,03/26/2026 to 04/25/2026,C4,2026-04-24 00:00:00,UNITED STATES POSTAL SERVICE,,,,470 L'ENFANT PLAZA SW STE 604,WASHINGTON,DC,20024.0,,-262.17,,,,,,Mailer,,,,,,,,,,,PM,,,,3.0,TREVOR FUNSETH (HD-21),,"1,672",MAILER POSTAGE,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
