Committee,Type,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Amount,Country,Occupation,Employer,Contribution Type,Amount Type,Purpose,Total To Date,Refund Transaction Type,Refund Original Transaction Date,Refund Original Transaction Total,Refund Original Transaction Descr,Previous Transaction (Y/N),Fundraiser Name,Fundraiser Location,Fundraiser Attendees,Fundraiser Tickets Sold,Election Type,Total Primary,Total General,type,Expenditure Type,Candidate Issue,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment,# of Donors - Individuals,Total $ - Individual,# of Donors - Committees,Total $ - Committee,Expenditure Paid Communications Platform,Expenditure Paid Communications Quantity,Expenditure Paid Communications Subject Matter,Matched Candidate,Matched District,Matched Party,Matched Race
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-14 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2928.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Ed Walker,Mail,2200,mail production/postage,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Barry Usher,digital,,digital ad production,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Ken Allen,digital,,digital ad production,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Jed Hinkle,Digital,,digital ad production,N,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Ed Walker,digital,,digital ad production,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,digital,,digital ad production,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,digital,,digital ad production,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Caleb Hinkle,digital,,digital ad production,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Support Greg Kmetz,digital,,digital ad production,N,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,digital,,digital ad production,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose George Nikolakakos,digital,,digital ad production,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,digital,,digital ad production,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,digital,,digital ad production,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,digital,,digital ad production,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Darby House LLC,,,,"4201 Wilson Blvd, Suite 110-126",Arlington,VA,22203,,-2500.0,,,,,,Digital Ad Production,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,digital,,digital ad production,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-5000.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,Google,,online advertising,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-1525.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Ken Allen,Google,,online advertising,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-3400.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,Google,,online advertising,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-1000.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,Google,,online advertising ,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-228.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Jed Hinkle,Google,,online advertising,N,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-1900.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,Google,,online advertising ,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-13450.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Ed Walker,Google,,online advertising,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-7500.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Valerie Moore,Google,,online advertising,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-400.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,Google,,online advertising,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-4500.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Susan Geise,google,,online advertising,N,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-10950.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,google,,online advertising,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-8310.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose Shelley Vance,Google,,online advertising,N,,,,,,,,SHELLEY VANCE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-10900.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Caleb Hinkle,Google,,online advertising,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-10550.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Barry Usher,Google,,online advertising,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-5150.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Support Greg Kmetz,Google,,online advertising,N,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Google,,,,1600 Amphitheatre Parkway,Mountain View,CA,94043,,-8507.0,,,,,,Online Advertising,,,,,,,,,,,PM,,,,3,Oppose George Nikolakakos,Google,,online advertising,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,,,Data,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Ken Allen,,,Data,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,,,data,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,,,Data,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Jed Hinkle,,,data,N,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,,,data,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Ed Walker,,,data,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose Valerie Moore,,,data,N,,,,,,,,VALERIE MOORE,HOUSE DISTRICT 29,REP,STATE REPRESENTATIVE DISTRICT 29
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,,,Data,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose Susan Geise,,,data,N,,,,,,,,SUSAN GEISE,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-18.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,,,data,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Caleb Hinkle,,,Data,N,,,,,,,,CALEB HINKLE,SENATE DISTRICT 34,REP,STATE SENATOR DISTRICT 34
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Barry Usher,,,data,N,,,,,,,,BARRY USHER,SENATE DISTRICT 19,REP,STATE SENATOR DISTRICT 19
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22203,,-15.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Support Greg Kmetz,,,data,N,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,i360,,,,"2300 Clarendon Blvd, Suite 800",Arlington,VA,22201,,-25.0,,,,,,Data,,,,,,,,,,,PM,,,,3,Oppose George Nikolakakos,,,Data,N,,,,,,,,GEORGE NIKOLAKAKOS,SENATE DISTRICT 12,REP,STATE SENATOR DISTRICT 12
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2433.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Jeff Staneky,Mail,2113,mail production/postage,N,,,,,,,,JEFF STANEK,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2385.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Ken Allen,Mail,2004,mail production/postage,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2928.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Ed Walker,Mail,2200,mail production/postage,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2260.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Charlie Loveridge,Mail,1716,mail production/postage,N,,,,,,,,CHARLIE LOVERIDGE,HOUSE DISTRICT 49,REP,STATE REPRESENTATIVE DISTRICT 49
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2337.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Mike Vinton,Mail,1893,mail production/postage,N,,,,,,,,MIKE VINTON,HOUSE DISTRICT 40,REP,STATE REPRESENTATIVE DISTRICT 40
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2310.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Trevor Funseth,Mail,2566,mail production/postage,N,,,,,,,,TREVOR P FUNSETH,HOUSE DISTRICT 21,REP,STATE REPRESENTATIVE DISTRICT 21
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2483.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Justin Cleveland,Mail,2229,mail production/postage,N,,,,,,,,JUSTIN W CLEVELAND,HOUSE DISTRICT 17,REP,STATE REPRESENTATIVE DISTRICT 17
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-2487.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Jim Riley,Mail,2469,mail production/postage,N,,,,,,,,JIM RILEY,HOUSE DISTRICT 6,REP,STATE REPRESENTATIVE DISTRICT 6
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3281.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Steve LaPraim,mail,4066,mail production/postage,N,,,,,,,,STEPHEN LAPRAIM,SENATE DISTRICT 42,REP,STATE SENATOR DISTRICT 42
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-19 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,29492,,-3315.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Support Greg Kmetz,Mail,4144,mail production/postage,N,,,,,,,,GREG KMETZ,SENATE DISTRICT 18,REP,STATE SENATOR DISTRICT 18
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2433.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,mail,2113,mail production/postage,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2385.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Wayne Rusk,Mail,2004,mail production/postage,N,,,,,,,,WAYNE RUSK,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2555.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,mail,2394,mail production/postage,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2183.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Russ Nelson,mail,1537,mail production/postage,N,,,,,,,,RUSSELL C NELSON,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-05-01 00:00:00,Whistlestop Strategies LLC,,,,100 Coastal Drive,Charleston,SC,22202,,-2552.0,,,,,,Mail production/postage,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,Mail,2387,mail production/postage,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-300.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Oppose Curtis Cochran,online,,website production/hosting,N,,,,,,,,CURTIS J COCHRAN,HOUSE DISTRICT 90,REP,STATE REPRESENTATIVE DISTRICT 90
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-1800.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Support Ken Allen,online,,website production/hosting,N,,,,,,,,KENNETH E ALLEN,HOUSE DISTRICT 86,REP,STATE REPRESENTATIVE DISTRICT 86
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-300.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Oppose John Fitzpatrick,online,,website production/hosting,N,,,,,,,,JOHN FITZPATRICK,HOUSE DISTRICT 76,REP,STATE REPRESENTATIVE DISTRICT 76
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-300.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Oppose Ken Walsh,online,,website production/hosting,N,,,,,,,,KEN WALSH,HOUSE DISTRICT 69,REP,STATE REPRESENTATIVE DISTRICT 69
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-1800.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Support Jed Hinkle,online,,website production/hosting,N,,,,,,,,JEDEDIAH HINKLE,HOUSE DISTRICT 67,REP,STATE REPRESENTATIVE DISTRICT 67
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-300.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Oppose Brad Barker,online,,website production/hosting,N,,,,,,,,BRAD BARKER,HOUSE DISTRICT 55,REP,STATE REPRESENTATIVE DISTRICT 55
School Freedom Fund,expenditure,04/26/2026 to 05/24/2026,C6,2026-04-26 00:00:00,Drogin Group,,,,6705 W Hwy 290 Suite 50281,Austin,TX,78735,,-1800.0,,,,,,website production/hosting,,,,,,,,,,,PM,,,,3,Support Edward Walker,online,,website production/hosting,N,,,,,,,,ED WALKER,HOUSE DISTRICT 52,REP,STATE REPRESENTATIVE DISTRICT 52
